objectid,originalid,projectcode,stationcode,stationdesc,sampledate,evaluator,determination,determinationcomments,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,gradecontrolcomments,channelmodcomments,lastchangedate,latitude,longitude,record_timestamp,app_timestamp,sitetype,novelsite,record_origin,origin_lastupdatedate,record_publish,globalid,created_user,created_date,last_edited_user,last_edited_date,login_agency,login_email,login_owner,login_year,login_project,ceden_publish,masterid,huc,county,smcshed,comid,channel_engineering_class
181,NA,NA,801M12641,NA,5/19/2016,Karin Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{AEC1378D-08D0-4522-9EBE-5EAB72DFD910},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M12641,801,Orange,Lower Santa Ana,20355352,HB
1451,NA,NA,801M12644,NA,4/28/2016,Karin Wisenbaker,Site visit,NA,Engineered,< 5 m,Rectangular,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{BF690223-9BD5-443B-854F-3080AB271250},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M12644,801,Orange,Lower Santa Ana,22563124,HB
182,NA,NA,801M12649,NA,5/11/2016,Brianna Jones,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Rock,NA,NA,Rock,NA,NA,Soft/Natural,NA,"Yes, within past month",Absent,NA,Present,Within reach,NA,vegetation removal taking place when we left,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{7FD00467-FC95-436B-A3D3-EFCF5CF08239},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M12649,801,Orange,Lower Santa Ana,20355376,SB2
1452,NA,NA,801M12652,NA,5/18/2017,Karin Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Other,Rectangular and trapezoidal,Other,NA,Rock and concrete,Other,NA,Rock and concrete,Other,Rock and concrete,No,Present,1 to 5 m,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{B4C4414B-0628-4C48-A701-8A7D76F905A4},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M12652,801,Orange,Lower Santa Ana,20361330,HB
183,NA,NA,801M12665,NA,5/18/2017,Karin Wisenbaker,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{94D0F89E-78A5-48F1-91D2-86FFD49D07F9},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M12665,801,Orange,Lower Santa Ana,20355506,NAT
1453,NA,NA,801M12669,NA,6/29/2017,Wendy Willis,Site visit,NA,Engineered,5 to 10 m,Rectangular,NA,Concrete,NA,NA,Concrete,NA,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,5/17/2018,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{3242D6BB-65C6-4A3E-BB62-B4B81C63C030},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M12669,801,Orange,Lower Santa Ana,20355368,SB2
184,61,SMC_OCPW_2019,801M12675,NA,4/23/2019,K. Wisenbaker,Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Earthen,No,NA,Earthen,No,NA,Soft/Natural,NA,No,Absent,NR,Present,Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2019 12:48,TRUE,{BE76468C-F3F7-4D1C-BAD9-9C4D92BAE677},checker,10/17/2019 12:48,checker,10/17/2019 12:48,ABCL,alexis@aquaticbioassay.com,OCPW,2019,SMC,NA,801M12675,801,Orange,Lower Santa Ana,22560942,SB0
1454,62,SMC_OCPW_2019,801M12678,NA,4/25/2019,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2019 12:48,TRUE,{AA015E53-AC51-48B4-BC7E-7EBDA7E33865},checker,10/17/2019 12:48,checker,10/17/2019 12:48,ABCL,alexis@aquaticbioassay.com,OCPW,2019,SMC,NA,801M12678,801,Orange,Lower Santa Ana,22563198,NAT
185,64,SMC_OCPW_2019,801M12684,NA,6/4/2019,A. Wallengren,Site visit,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Soft/Natural,NA,No,Present,1 to 5 m,Present,Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2019 12:48,TRUE,{E3CEBD8F-2055-44DB-92C1-997AA5D0DEFE},checker,10/17/2019 12:48,checker,10/17/2019 12:48,ABCL,alexis@aquaticbioassay.com,OCPW,2019,SMC,NA,801M12684,801,Orange,Lower Santa Ana,20359258,SB2
1455,191,SMC_OCPW_2020,801M12687,NA,5/8/2020,K. Wisenbaker,Site visit,NA,Engineered,< 5 m,Trapezoidal,NA,Rock,No,NA,Rock,No,NA,Soft/Natural,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/5/2020 14:57,TRUE,{6FFDD9D7-FC52-40EF-BC05-D03EDFC28B2A},checker,11/5/2020 14:57,checker,11/5/2020 14:57,ABCL,alexis@aquaticbioassay.com,OCPW,2020,SMC,NA,801M12687,801,Orange,Lower Santa Ana,20355354,SB2
186,192,SMC_OCPW_2020,801M12688,NA,5/8/2020,K. Wisenbaker,Site visit,NA,Engineered,< 5 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/5/2020 14:57,TRUE,{2CA0D99C-9E28-4351-9D54-320B9992E308},checker,11/5/2020 14:57,checker,11/5/2020 14:57,ABCL,alexis@aquaticbioassay.com,OCPW,2020,SMC,NA,801M12688,801,Orange,Lower Santa Ana,22561388,HB
1456,189,SMC_OCPW_2020,801M12691,NA,5/18/2020,W. Willis,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/5/2020 14:57,TRUE,{2A2A9D02-69FE-48E8-B32B-45E1C2DAF14E},checker,11/5/2020 14:57,checker,11/5/2020 14:57,ABCL,alexis@aquaticbioassay.com,OCPW,2020,SMC,NA,801M12691,801,Orange,Lower Santa Ana,22561346,NAT
187,238,SMC_OCPW_2021,801M12708,NA,4/26/2021,S. Johnson,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/16/2021 13:35,TRUE,{314CE68D-0423-4FFE-872D-4144B49031D1},checker,10/16/2021 13:35,checker,10/16/2021 13:35,ABCL,alexis@aquaticbioassay.com,OCPW,2021,SMC,NA,801M12708,801,Orange,Lower Santa Ana,22525681,NAT
1457,239,SMC_OCPW_2021,801M12712,NA,5/6/2021,K. Wisenbaker,Site visit,NA,Engineered,< 5 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/16/2021 13:35,TRUE,{523C4171-9B03-47D8-B1EA-2C213E202B6F},checker,10/16/2021 13:35,checker,10/16/2021 13:35,ABCL,alexis@aquaticbioassay.com,OCPW,2021,SMC,NA,801M12712,801,Orange,Lower Santa Ana,22527379,HB
188,336,SMC_OCPW_2022,801M12713,NA,5/10/2022,K. Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Soft/Natural,NA,"Yes, within past month",Present,5+ m,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 21:12,TRUE,{64696987-C644-4D62-9FDB-CAE849E6E8AB},checker,10/24/2022 21:12,checker,10/24/2022 21:12,ABCL,alexis@aquaticbioassay.com,OCPW,2022,SMC,NA,801M12713,801,Orange,Lower Santa Ana,20355372,SB2
1458,240,SMC_OCPW_2021,801M12940,NA,5/17/2021,K. Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Rock,No,NA,Rock,No,NA,Soft/Natural,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/16/2021 13:35,TRUE,{6C12FB6F-354B-4EFC-B8AF-402C3F70FD90},checker,10/16/2021 13:35,checker,10/16/2021 13:35,ABCL,alexis@aquaticbioassay.com,OCPW,2021,SMC,NA,801M12940,801,Orange,Lower Santa Ana,20359256,SB2
189,337,SMC_OCPW_2022,801M13117,NA,5/18/2022,K. Wisenbaker,Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Earthen,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,No,Absent,NR,Present,Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 21:12,TRUE,{D5448D74-1DE9-457C-8051-02626524C5CE},checker,10/24/2022 21:12,checker,10/24/2022 21:12,ABCL,alexis@aquaticbioassay.com,OCPW,2022,SMC,NA,801M13117,801,Orange,Lower Santa Ana,20355398,SB0
1459,207,NA,801M15389,NA,5/31/2017,"Rieman, Schliebe",Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,NA,33.98764,-117.66581,12/7/2017 12:59,NA,new,FALSE,SMC,1/23/2019,TRUE,{7CD1BC86-53D1-4695-8F66-84B9DCB45ECD},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M15389,801,San Bernardino,Middle Santa Ana,22563056,HB
190,205,NA,801M15406,NA,5/31/2017,"Rieman, Schliebe",Site visit,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,NA,34.09269,-117.60931,12/7/2017 12:36,NA,new,FALSE,SMC,1/23/2019,TRUE,{E2C62DAF-1AEC-4F9C-A729-A712B9B006C4},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M15406,801,San Bernardino,Middle Santa Ana,22557904,HB
1460,206,NA,801M15441,NA,6/28/2017,"Schliebe, Linzmeier",Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,34.23005,-117.47991,12/7/2017 12:40,NA,new,FALSE,SMC,1/23/2019,TRUE,{123D6A87-BA4A-4341-8B92-17FF64907EBF},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M15441,801,San Bernardino,Middle Santa Ana,24843846,NAT
191,122,SMC_RWQCB8_2019,801M15524,NA,6/17/2019,W. Willis,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,1/8/2020 14:01,TRUE,{A1E4C5BF-07BB-4492-84C7-72091A3EC094},checker,1/8/2020 14:01,checker,1/8/2020 14:01,CSULB,weninoc@flash.net,RWQCB8,2019,SMC,NA,801M15524,801,San Bernardino,Upper Santa Ana,22557960,HB
1461,121,SMC_RWQCB8_2019,801M15530,NA,6/17/2019,W. Willis,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,Soft/Natural,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,1/8/2020 14:01,TRUE,{7BAD7713-820D-4A13-9A71-42B630AD1FCB},checker,1/8/2020 14:01,checker,1/8/2020 14:01,CSULB,weninoc@flash.net,RWQCB8,2019,SMC,NA,801M15530,801,San Bernardino,Upper Santa Ana,22557918,NAT
192,120,SMC_RWQCB8_2019,801M15547,NA,6/12/2019,B. Mendoza,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,Soft/Natural,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,1/8/2020 14:01,TRUE,{9CF3C6F9-1F22-4635-8C0A-D3DF4552CCB8},checker,1/8/2020 14:01,checker,1/8/2020 14:01,CSULB,weninoc@flash.net,RWQCB8,2019,SMC,NA,801M15547,801,San Bernardino,Upper Santa Ana,22558646,NAT
1462,343,SMC_RWQCB8_2022,801M15559,NA,4/26/2022,A. Furler,Site visit,NA,Natural,NR,Natural,NA,NR,NR,NA,NR,NR,NA,Soft/Natural,NA,NR,NR,NR,Absent,NR,NA,No engineering,NA,NA,NA,NA,NA,NA,NA,SMC,10/26/2022 14:18,TRUE,{0F5B45AF-A9E8-48E5-8B98-664E623F2FCF},checker,10/26/2022 14:18,checker,10/26/2022 14:18,DFG-ABL,alison.furler@wildlife.ca.gov,RWQCB8,2022,SMC,NA,801M15559,801,San Bernardino,Upper Santa Ana,22558972,NAT
1937,NA,SMC_RWQCB8_1950,SMCR8_085,NA,1/1/1950,A. Suter,NA,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Present,1 to 5 m,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{22AAAB47-DE47-4A69-9A4D-C93C8DB4822F},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMCR8_085,801,San Bernardino,Upper Santa Ana,22557960,HB
193,344,SMC_RWQCB8_2022,801M15581,NA,4/27/2022,A. Furler,Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Grouted rock,No,"vegetation in channel and bank edges, but banks mostly bare",Grouted rock,No,NA,Grouted rock,some loose rock,No,Not determined,<1 m,Present,Within 10 m upstream and Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/26/2022 14:18,TRUE,{E0F51681-ED3B-4B10-8378-860B39E91993},checker,10/26/2022 14:18,checker,10/26/2022 14:18,DFG-ABL,alison.furler@wildlife.ca.gov,RWQCB8,2022,SMC,NA,801M15581,801,San Bernardino,Middle Santa Ana,22560358,HB
1463,345,SMC_RWQCB8_2022,801M15633,NA,4/28/2022,A. Furler,Site visit,NA,Natural,NR,Natural,NA,NR,NR,NA,NR,NR,NA,Soft/Natural,NA,NR,NR,NR,Absent,NR,NA,No engineering,NA,NA,NA,NA,NA,NA,NA,SMC,10/26/2022 14:18,TRUE,{C83C16A0-2160-4887-AE9A-C6DD6994BE5E},checker,10/26/2022 14:18,checker,10/26/2022 14:18,DFG-ABL,alison.furler@wildlife.ca.gov,RWQCB8,2022,SMC,NA,801M15633,801,San Bernardino,Middle Santa Ana,24843842,NAT
194,100,SMC_RCFC_2015,801M16861,NA,4/15/2015,Damon Owen. Melissa Mathis,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,10/7/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{2F1ADC2A-39A6-4212-B732-27D0FA114353},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M16861,801,Riverside,Middle Santa Ana,22560686,NAT
1464,298,SMC_RCFC_2022,801M16861,NA,6/7/2022,Damon Owen,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,8/5/2022 8:07,TRUE,{64FBB1D6-BF8C-4DD5-8555-E23C74E70965},checker,8/5/2022 8:07,checker,8/5/2022 8:07,WestonSolu,Damon.Owen@westonsolutions.com,RCFC,2022,SMC,NA,801M16861,801,Riverside,Middle Santa Ana,22560686,NAT
195,101,SMC_RCFC_2015,801M16873,NA,4/15/2015,Damone Owen. Melissa Mathis,Site visit,NA,Engineered,< 5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,10/7/2015,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D4C2CDD2-7B14-48AB-BFF7-CE524B6A7C68},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M16873,801,Riverside,Middle Santa Ana,22560696,HB
196,NA,NA,801M16916,NA,5/25/2016,DO/NC,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,3/7/2017,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{4E588A3A-35C2-4A2A-94A0-B71355F98255},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M16916,801,Riverside,Middle Santa Ana,22560452,NAT
1466,54,SMC_RCFC_2019,801M16957,NA,5/10/2019,D. Owen,Site visit, ,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,9/5/2019 14:23,TRUE,{FA868181-858C-4B63-B566-0CF785AA83D0},checker,9/5/2019 14:23,checker,9/5/2019 14:23,WestonSolu,damon.owen@westonsolutions.com,RCFC,2019,SMC,NA,801M16957,801,Riverside,Middle Santa Ana,22560808,NAT
197,214,NA,801M16973,NA,6/6/2018,DO/NC,Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, not within past month",NA,NA,Absent,NA,NA,NA,NA,NA,NA,8/31/2018 11:13,NA,exists,FALSE,SMC,1/23/2019,TRUE,{387E2D24-827F-4577-8CA7-ED14DED3E026},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801M16973,801,Riverside,Middle Santa Ana,22560598,NAT
1467,215,NA,801M16979,NA,6/6/2018,DO/NC,Site visit,NA,Engineered,100+ m,Natural,NA,NA,NA,NA,Rock,NA,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,8/31/2018 11:18,NA,exists,FALSE,SMC,1/23/2019,TRUE,{5B7DAEC3-7234-451C-851B-7DBA7D9691EB},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,216,SMC_RCFC_2021,801M17028,NA,6/2/2021,Damon Owen,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,8/17/2021 10:06,TRUE,{4593A3F6-8335-454D-A4DB-735147A1F9B0},checker,8/17/2021 10:06,checker,8/17/2021 10:06,WestonSolu,damon.owen@westonsolutions.com,RCFC,2021,SMC,NA,801M17028,801,Riverside,Middle Santa Ana,22560454,NAT
1468,218,SMC_RCFC_2021,801M17036,NA,6/7/2021,Damon Owen,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,8/17/2021 10:06,TRUE,{9ED92422-0E38-4EF2-94E0-445A813D0BC6},checker,8/17/2021 10:06,checker,8/17/2021 10:06,WestonSolu,damon.owen@westonsolutions.com,RCFC,2021,SMC,NA,801M17036,801,Riverside,Middle Santa Ana,22563072,NAT
199,118,SMC_RWQCB8_2019,801MFC100,NA,6/11/2019,B. Mendoza,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,Soft/Natural,NA,NR,NR,NR,Present,Within reach,Some weirs made up of fenced cobbes,NA,NA,NA,NA,NA,NA,NA,NA,SMC,1/8/2020 14:01,TRUE,{8BDC885F-5E2B-4BFC-976A-139E543C7EEC},checker,1/8/2020 14:01,checker,1/8/2020 14:01,CSULB,weninoc@flash.net,RWQCB8,2019,SMC,NA,801MFC100,801,San Bernardino,Upper Santa Ana,22558644,NAT
1469,212,NA,801PFB019,NA,6/27/2017,"Rieman, Schliebe",Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,33.92374,-117.59751,12/11/2017 14:50,NA,new,FALSE,SMC,1/23/2019,TRUE,{EB2B4CFB-CA87-43C0-A22D-F16161F486E6},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801PFB019,801,Riverside,Middle Santa Ana,22563072,NAT
200,213,NA,801RB8312,NA,6/27/2017,"Rieman, Schliebe",Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,33.95512,-117.533,12/11/2017 15:03,NA,new,FALSE,SMC,1/23/2019,TRUE,{03BD2C73-5B62-4A23-80B2-A2CC60E67BB4},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801RB8312,801,Riverside,Middle Santa Ana,22563044,NAT
1470,208,NA,801RB8356,NA,6/21/2017,"Rieman, Schliebe",Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,33.93369,-117.58963,12/11/2017 12:35,NA,new,FALSE,SMC,1/23/2019,TRUE,{6617694A-562E-4515-8F68-7BD405164B8D},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801RB8356,801,Riverside,Middle Santa Ana,0,NAT
201,210,NA,801RB8494,NA,6/19/2017,"Rieman, Schliebe",Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,33.96256,-117.47067,12/11/2017 13:05,NA,new,FALSE,SMC,1/23/2019,TRUE,{3DADE4E3-A41C-4542-90C5-AE5A35D2CC73},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801RB8494,801,Riverside,Middle Santa Ana,22560480,NAT
1471,NA,NA,801RB8549,NA,1/1/1950,Karin Wisenbaker,Site visit,Review of historic data,Engineered,10 to 50 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Present,1 to 5 m,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{EEA8E2F1-109F-4CD7-B65B-5A327E340426},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801RB8549,801,Orange,Lower Santa Ana,0,HB
202,346,SMC_RWQCB8_2022,801S18169,NA,4/29/2022,A. Furler,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Not determined,<1 m,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/26/2022 14:18,TRUE,{404BE4AA-5AE7-42E0-B15B-CA0BEDF8D22A},checker,10/26/2022 14:18,checker,10/26/2022 14:18,DFG-ABL,alison.furler@wildlife.ca.gov,RWQCB8,2022,SMC,NA,SMC18169,801,Riverside,Middle Santa Ana,22560716,SB2
1472,341,SMC_RWQCB8_2022,801S19486,NA,5/9/2022,A. Furler,Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Rock,No,"vegetation in channel and bank edges, but banks mostly bare",Rock,No,NA,Soft/Natural,NA,No,Present,1 to 5 m,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/26/2022 14:18,TRUE,{40B3EC08-9AE1-404F-A32A-3D62BF8104C9},checker,10/26/2022 14:18,checker,10/26/2022 14:18,DFG-ABL,alison.furler@wildlife.ca.gov,RWQCB8,2022,SMC,NA,801S19486,801,Orange,Lower Santa Ana,20355412,SB2
203,NA,NA,801SANT1x,NA,1/1/1950,Karin Wisenbaker,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{293EA7D5-E5B6-430D-82D8-E99D85B8A56B},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SANT1x,801,Orange,Lower Santa Ana,22561360,NAT
1473,211,NA,801SAR151,NA,6/22/2017,R,Site visit,NA,Engineered,100+ m,Trapezoidal,NA,Rock,NA,NA,Rock,NA,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,NA,33.99108,-117.39431,12/11/2017 14:29,NA,new,FALSE,SMC,1/23/2019,TRUE,{832D91EB-CEE1-4407-91E8-2827531A0DC0},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SAR151,801,Riverside,Middle Santa Ana,948070241,SB2
204,204,NA,801SAROCR,NA,6/21/2017,"Rieman, Schliebe",Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, not within past month",NA,NA,Absent,NA,NA,NA,NA,33.93027,-117.59229,12/7/2017 12:33,NA,new,FALSE,SMC,1/23/2019,TRUE,{23C264FE-9418-4C40-B656-700CF50C15D1},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SAROCR,801,Riverside,Middle Santa Ana,22563072,NAT
1474,NA,NA,801SCLCRx,NA,1/1/1950,Karin Wisenbaker,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D342A9A3-A94D-4CCC-837A-B3BE467E4C72},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801SCLCRx,801,Orange,Lower Santa Ana,0,NAT
205,NA,RCFC_2013,801TSC887,NA,7/10/2013,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,33.76,-117.47,NA,NA,new,FALSE,SMC,1/23/2019,TRUE,{144F888B-DD97-4CBE-942A-FC0AE522B98B},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801TSC887,801,Riverside,Middle Santa Ana,22561196,NAT
1475,209,NA,801WE1008,NA,6/20/2017,"Rieman, Schliebe",Site visit,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,34.18105,-116.9123,12/11/2017 12:49,NA,new,FALSE,SMC,1/23/2019,TRUE,{B2135E52-04B5-4C9F-90CB-E2EC164AF5B4},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801WE1008,801,San Bernardino,Upper Santa Ana,22558750,NAT
206,119,SMC_RWQCB8_2019,801WE1008,NA,6/25/2019,B. Mendoza,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,Soft/Natural,NA,NR,NR,NR,Present,Within 10 m upstream,Rock/boulder stream crossing,NA,NA,NA,NA,NA,NA,NA,NA,SMC,1/8/2020 14:01,TRUE,{7329E0BF-98D4-4558-91CE-0730DCBF6C68},checker,1/8/2020 14:01,checker,1/8/2020 14:01,CSULB,weninoc@flash.net,RWQCB8,2019,SMC,NA,801WE1008,801,San Bernardino,Upper Santa Ana,22558750,NAT
