"","hydro.endpoints","masterid","sampleyear","ChannelType","PredCSCI","csci_Incr","MetricValue","RelChangeInDeltaINC","BioStatus","FlowStatus2","BOFlows","Action","Standard","Modified","RefImprovement","INCImprovement","BOImprovement","MaxScore"
"532","FA_Mag","911TJWIL3",2019,"NAT",0.833264466661564,0.933264466661564,1.1842725,0,"Above Reference","Within Reference",NA,"No Action/Protect",775.032118060519,NA,"No Action","No Action","No Action",1.1842725
"533","FA_Mag","SMC00693",2010,"NAT",0.837639774446999,0.937639774446999,0.87183844,0,"Above Reference","Within Reference",NA,"No Action/Protect",1316.42193299512,NA,"No Action","No Action","No Action",0.87183844
"534","FA_Mag","SMC02228",2009,"HB",0.451553047103863,0.551553047103863,0.57329829,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",47.2120392086503,53.0940751145031,"10 - 50%","Less than 10%",NA,0.57329829
"535","FA_Mag","SMC01990",2014,"SB0",0.56008361730908,0.66008361730908,0.65620694,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",2.05572891634386,17.5448185597977,"Non-flow related","Non-flow related","Non-flow related",0.65620694
"536","FA_Mag","SMC02644",2011,"SB0",0.572409254391777,0.672409254391777,0.59386304,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",33.2416686557174,53.4638763844329,"Non-flow related","Non-flow related","Non-flow related",0.59386304
"537","FA_Mag","SMC06714",2010,"NAT",0.817484028479478,0.917484028479478,0.60480512,0,"Below Best Observed","Within Reference",NA,"Non-flow related",90.306919246529,NA,"Non-flow related","Non-flow related","Non-flow related",0.60480512
"538","FA_Mag","SMC00446",2010,"SB0",0.555265753975229,0.655265753975229,0.47742784,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",5.99751568202458,8.26932579536072,"Less than 10%","Less than 10%",NA,0.47742784
"539","FA_Mag","SMC00958",2011,"SB2",0.278852254582124,0.378852254582124,0.25463411,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",92.6715677519908,88.3538056771178,"Over 50%","Less than 10%","Over 50%",0.25463411
"540","FA_Mag","402M00090",2020,"NAT",0.829198643530504,0.929198643530504,0.90842106,0,"Above Reference","Within Reference",NA,"No Action/Protect",303.195988397431,NA,"No Action","No Action","No Action",0.90842106
"541","FA_Mag","402M00130",2020,"NAT",0.829208148766454,0.929208148766454,0.88723256,0,"Above Reference","Within Reference",NA,"No Action/Protect",303.644320076837,NA,"No Action","No Action","No Action",0.88723256
"542","FA_Mag","905M21791",2020,"NAT",0.835049654936016,0.935049654936016,0.75737313,0,"Below Best Observed","Within Reference",NA,"Non-flow related",2438.70051075075,NA,"Non-flow related","Non-flow related","Non-flow related",0.75737313
"543","FA_Mag","SMC01413",2012,"NAT",0.828413990854663,0.928413990854663,0.8784077,0,"Above Reference","Within Reference",NA,"No Action/Protect",269.927998498018,NA,"No Action","No Action","No Action",0.8784077
"544","FA_Mag","SMC04383",2014,"NAT",0.820090480964768,0.920090480964768,0.80194072,0,"Above Reference","Within Reference",NA,"No Action/Protect",112.247018793178,NA,"No Action","No Action","No Action",0.80194072
"545","FA_Mag","SMC07126",2012,"NAT",0.836947097705238,0.936947097705238,0.33340554,0,"Below Best Observed","Within Reference",NA,"Non-flow related",2460.70168445739,NA,"Non-flow related","Non-flow related","Non-flow related",0.33340554
"546","FA_Mag","SMC01151",2009,"NAT",0.79359429107728,0.89359429107728,0.53843942,0,"Below Best Observed","Within Reference",NA,"Non-flow related",5.95242017454703,NA,"Non-flow related","Non-flow related","Non-flow related",0.53843942
"547","FA_Mag","SMC01358",2011,"HB",0.362874485513318,0.462874485513318,0.3957801,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0554256091543,47.957678635313,"Over 50%","Less than 10%","10 - 50%",0.3957801
"548","FA_Mag","SMC08655",2012,"SB1",0.855277974906983,0.955277974906983,1.08139288,0,"Above Reference","Within Reference",NA,"No Action/Protect",194.668553084671,NA,"No Action","No Action","No Action",1.08139288
"549","FA_Mag","412M08632",2017,"HB",0.496996994890135,0.596996994890135,0.36662216,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",4.0337895986089,178.318351446004,"Less than 10%","Less than 10%",NA,0.36662216
"550","FA_Mag","SMC01934",2012,"SB2",0.610081905419668,0.710081905419668,0.56873842,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",109.557259215718,233.024101199792,"Non-flow related","Non-flow related","Non-flow related",0.56873842
"551","FA_Mag","SMC02563",2014,"SB2",0.621939261211729,0.721939261211729,0.48340097,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",373.007292404123,651.693494195189,"Non-flow related","Non-flow related","Non-flow related",0.48340097
"552","FA_Mag","SMC02933",2010,"NAT",0.838599318424858,0.938599318424858,0.70301712,0,"Below Best Observed","Within Reference",NA,"Non-flow related",576.097740088356,NA,"Non-flow related","Non-flow related","Non-flow related",0.70301712
"553","FA_Mag","SMC05230",2012,"SB2",0.465826626970902,0.565826626970902,0.63611972,37.94,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",49.3095877797409,32.5295649012614,"10 - 50%","10 - 50%","10 - 50%",0.63611972
"554","FA_Mag","402M00030",2017,"NAT",0.82893522551402,0.92893522551402,0.63489086,0,"Below Best Observed","Within Reference",NA,"Non-flow related",291.234997503039,NA,"Non-flow related","Non-flow related","Non-flow related",0.63489086
"555","FA_Mag","402M00029",2016,"NAT",0.836034832654325,0.936034832654325,0.35406609,0,"Below Best Observed","Within Reference",NA,"Non-flow related",16333.9608147653,NA,"Non-flow related","Non-flow related","Non-flow related",0.35406609
"556","FA_Mag","910M24979",2021,"NAT",0.834142273410486,0.934142273410486,0.66146495,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1160.74147936753,NA,"Non-flow related","Non-flow related","Non-flow related",0.66146495
"557","FA_Mag","404M07375",2019,"NAT",0.675244263625096,0.775244263625096,0.83971421,0,"Above Reference","Outside Reference",NA,"No Action/Monitor",64.273147113155,NA,"No Action","No Action","No Action",0.83971421
"558","FA_Mag","905M21789",2020,"NAT",0.818554312749667,0.918554312749667,0.75918438,0,"Below Best Observed","Within Reference",NA,"Non-flow related",98.605954860411,NA,"Non-flow related","Non-flow related","Non-flow related",0.75918438
"559","FA_Mag","SMC08766",2018,"HB",0.362870638765995,0.462870638765995,0.31658032,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0194357595098,47.8533019429339,"Over 50%","Less than 10%","10 - 50%",0.31658032
"560","FA_Mag","SMC04748",2009,"NAT",0.820659384846014,0.920659384846014,0.67808034,0,"Below Best Observed","Within Reference",NA,"Non-flow related",117.91844314564,NA,"Non-flow related","Non-flow related","Non-flow related",0.67808034
"561","FA_Mag","SMC06188",2014,"SB1",0.865979994153152,0.965979994153152,1.06242093,0,"Above Reference","Within Reference",NA,"No Action/Protect",1150.99595828764,NA,"No Action","No Action","No Action",1.06242093
"562","FA_Mag","SMC00436",2017,"HB",0.485177027912873,0.585177027912873,0.62060885,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",21.1360661508393,128.718837241144,"10 - 50%","Less than 10%",NA,0.62060885
"563","FA_Mag","SMC16446",2012,"NAT",0.831837236011576,0.931837236011576,0.79919466,0,"Above Reference","Within Reference",NA,"No Action/Protect",504.023228336801,NA,"No Action","No Action","No Action",0.79919466
"564","FA_Mag","405M10598",2021,"HB",0.514861309911001,0.614861309911001,0.447197,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",53.1041176053085,344.028011872885,"Non-flow related","Non-flow related","Non-flow related",0.447197
"565","FA_Mag","SMC04264",2021,"NAT",0.824424097871947,0.924424097871947,0.3979169,0,"Below Best Observed","Within Reference",NA,"Non-flow related",167.980696257087,NA,"Non-flow related","Non-flow related","Non-flow related",0.3979169
"566","FA_Mag","403M01575",2020,"NAT",0.824777734430697,0.924777734430697,0.81270907,0,"Above Reference","Within Reference",NA,"No Action/Protect",174.253168127549,NA,"No Action","No Action","No Action",0.81270907
"567","FA_Mag","SMC13630",2020,"HB",0.362870638765995,0.462870638765995,0.38264821,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0194357595098,47.8533019429339,"Over 50%","Less than 10%","10 - 50%",0.38264821
"568","FA_Mag","408M03005",2015,"HB",0.522878236905456,0.622878236905456,0.69308165,0,"Above Best Observed","Within Reference","Within BO","Non-flow related",135.686755466651,583.531723976306,"Non-flow related","Non-flow related","Non-flow related",0.69308165
"569","FA_Mag","SMC01201",2010,"NAT",0.827709017837289,0.927709017837289,0.8492468,0,"Above Reference","Within Reference",NA,"No Action/Protect",245.203247029844,NA,"No Action","No Action","No Action",0.8492468
"570","FA_Mag","402M00043",2016,"NAT",0.820065737796444,0.920065737796444,0.77673276,0,"Below Best Observed","Within Reference",NA,"Non-flow related",112.008644982881,NA,"Non-flow related","Non-flow related","Non-flow related",0.77673276
"571","FA_Mag","412M08643",2018,"HB",0.428698618439642,0.528698618439642,0.34539529,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",91.1953209430628,74.4649314598505,"Over 50%","Less than 10%","Over 50%",0.34539529
"572","FA_Mag","402M00110",2019,"SB1",0.863459995664842,0.963459995664842,0.86127107,0,"Above Reference","Within Reference",NA,"No Action/Protect",562.129716133989,NA,"No Action","No Action","No Action",0.86127107
"573","FA_Mag","SMC06216",2020,"NAT",0.836911408342762,0.936911408342762,0.96084854,0,"Above Reference","Within Reference",NA,"No Action/Protect",2558.37566370883,NA,"No Action","No Action","No Action",0.96084854
"574","FA_Mag","902M18929",2021,"NAT",0.821957009250468,0.921957009250468,0.89806129,0,"Above Reference","Within Reference",NA,"No Action/Protect",132.398610828228,NA,"No Action","No Action","No Action",0.89806129
"575","FA_Mag","SMC16832",2018,"HB",0.362870638765995,0.462870638765995,0.30532013,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0194357595098,47.8533019429339,"Over 50%","Less than 10%","10 - 50%",0.30532013
"576","FA_Mag","903M20177",2017,"NAT",0.832023931776027,0.932023931776027,0.78215159,0,"Below Best Observed","Within Reference",NA,"Non-flow related",528.246497360136,NA,"Non-flow related","Non-flow related","Non-flow related",0.78215159
"577","FA_Mag","901M14126",2016,"NAT",0.82894063292623,0.92894063292623,0.59178416,0,"Below Best Observed","Within Reference",NA,"Non-flow related",291.471876554563,NA,"Non-flow related","Non-flow related","Non-flow related",0.59178416
"578","FA_Mag","904M21764",2018,"NAT",0.752713437821353,0.852713437821353,0.45753471,22.73,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",35.4767306908683,NA,"10 - 50%","10 - 50%",NA,0.45753471
"579","FA_Mag","SMC00910",2009,"SB0",0.590451147165084,0.690451147165084,0.54781505,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",215.718558279159,263.63544744563,"Non-flow related","Non-flow related","Non-flow related",0.54781505
"580","FA_Mag","SMC01049",2014,"NAT",0.832630982617127,0.932630982617127,0.64079334,0,"Below Best Observed","Within Reference",NA,"Non-flow related",625.798427325725,NA,"Non-flow related","Non-flow related","Non-flow related",0.64079334
"581","FA_Mag","SMC02712",2012,"NAT",0.831077916134215,0.931077916134215,0.91005712,0,"Above Reference","Within Reference",NA,"No Action/Protect",424.4554885052,NA,"No Action","No Action","No Action",0.91005712
"582","FA_Mag","SMC05702",2010,"NAT",0.750468916269,0.850468916269,0.51430547,24.32,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",36.8037995498886,NA,"10 - 50%","10 - 50%",NA,0.51430547
"583","FA_Mag","SMC05902",2011,"HB",0.517815495292175,0.617815495292174,0.54576501,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",73.5655694407589,403.369706404899,"Non-flow related","Non-flow related","Non-flow related",0.54576501
"584","FA_Mag","SMC00198",2021,"NAT",0.833515590149576,0.933515590149576,0.78614815,0,"Below Best Observed","Within Reference",NA,"Non-flow related",856.124329720742,NA,"Non-flow related","Non-flow related","Non-flow related",0.78614815
"585","FA_Mag","402M00191",2022,"NAT",0.830926755803913,0.930926755803913,0.85109692,0,"Above Reference","Within Reference",NA,"No Action/Protect",411.444230060845,NA,"No Action","No Action","No Action",0.85109692
"586","FA_Mag","SMC17432",2021,"HB",0.362870638765995,0.462870638765995,0.37948423,0,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.0194357595098,47.8533019429339,"Over 50%","Less than 10%","10 - 50%",0.37948423
"587","FA_Mag","SMC00710",2022,"NAT",0.740853996405187,0.840853996405187,0.66050361,30.48,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",41.9497693520377,NA,"10 - 50%","10 - 50%",NA,0.66050361
"588","FA_Mag","SMC04008",2012,"SB1",0.856603904916141,0.956603904916141,0.82131893,0,"Above Reference","Within Reference",NA,"No Action/Protect",220.664874145389,NA,"No Action","No Action","No Action",0.82131893
"589","FA_Mag","SMC04132",2012,"HB",0.454293027751323,0.554293027751323,0.64231609,0,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",45.6997274633379,57.480036694806,"10 - 50%","Less than 10%",NA,0.64231609
"590","FA_Mag","SMC04756",2014,"SB0",0.593211184621457,0.693211184621457,0.65494459,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",357.721455010073,427.190251359513,"Non-flow related","Non-flow related","Non-flow related",0.65494459
"591","FA_Mag","SMC05109",2014,"NAT",0.837675846858541,0.937675846858541,0.58092846,0,"Below Best Observed","Within Reference",NA,"Non-flow related",1279.3373219302,NA,"Non-flow related","Non-flow related","Non-flow related",0.58092846
"592","FA_Mag","801EBC126",2008,"NAT",0.804358158390888,0.904358158390888,0.51904241,0,"Below Best Observed","Within Reference",NA,"Non-flow related",30.2612155829115,NA,"Non-flow related","Non-flow related","Non-flow related",0.51904241
"593","FA_Mag","802HYC496",2008,"NAT",0.833191943029207,0.933191943029207,0.86759659,0,"Above Reference","Within Reference",NA,"No Action/Protect",754.418053930411,NA,"No Action","No Action","No Action",0.86759659
"594","FA_Mag","801SAN068",2008,"NAT",0.793841395291387,0.893841395291387,0.81384627,0,"Above Reference","Within Reference",NA,"No Action/Protect",6.39228946049602,NA,"No Action","No Action","No Action",0.81384627
"595","FA_Mag","801STC071",2008,"NAT",0.825510399969518,0.925510399969518,0.67051649,0,"Below Best Observed","Within Reference",NA,"Non-flow related",188.492330936388,NA,"Non-flow related","Non-flow related","Non-flow related",0.67051649
"596","FA_Mag","801XXX118",2008,"NAT",0.822115080542789,0.922115080542789,0.73455533,0,"Below Best Observed","Within Reference",NA,"Non-flow related",134.329824943713,NA,"Non-flow related","Non-flow related","Non-flow related",0.73455533
"597","FA_Mag","801STC149",2008,"NAT",0.735305429167862,0.835305429167862,0.92506659,33.64,"Above Reference","Outside Reference",NA,"No Action/Monitor",44.5858956296023,NA,"No Action","No Action","No Action",0.92506659
"598","FA_Mag","801SJR159",2007,"NAT",0.835307083044428,0.935307083044428,0.42759394,0,"Below Best Observed","Within Reference",NA,"Non-flow related",3580.59622873335,NA,"Non-flow related","Non-flow related","Non-flow related",0.42759394
