"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","CSCI.Threshold","CSCI.Level","Spring recession magnitude","Spring recession magnitude Stress Level","Dry-season median baseflow","Dry-season median baseflow Stress Level","Fall pulse magnitude","Fall pulse magnitude Stress Level","Wet-season low baseflow","Wet-season low baseflow Stress Level","Wet-season median baseflow","Wet-season median baseflow Stress Level","Magnitude of largest annual storm","Magnitude of largest annual storm Stress Level","2-year flood magnitude","2-year flood magnitude Stress Level","5-year flood magnitude","5-year flood magnitude Stress Level","10-year flood magnitude","10-year flood magnitude Stress Level"
"166","SMC01358",33.90965,-118.24673,412,"Los Angeles","Los Angeles",0.3957801,2011-06-21,2011,1,0.3957801,"Hard Bottom",0.79,"Unhealthy Biology",-262.647555111555,"Likely Stressed",57.3782470862469,"Very Likely Stressed",376.692929001106,"Very Likely Stressed",29.2038067599068,"Likely Stressed",33.4056884781885,"Likely Stressed",-2165.28119005473,"Likely Stressed",-2084.69726839827,"Likely Stressed",-823.070278255079,"Likely Stressed",-6475.79225840826,"Likely Stressed"
"167","412M08632",34.23834,-118.6077,412,"Los Angeles","Los Angeles",0.36662216,2017-05-17,2017,1,0.36662216,"Hard Bottom",0.79,"Unhealthy Biology",388.916773892774,"Likely Stressed",5.32226207126207,"Likely Stressed",70.4372326331636,"Likely Stressed",13.9269516887874,"Likely Stressed",22.9982077089577,"Likely Stressed",-25.3538156896529,"Likely Stressed",181.375130702631,"Likely Stressed",171.645883549784,"Unlikely Stressed",65.3857344322345,"Likely Stressed"
"168","SMC01934",33.49,-117.66595,901,"Orange","San Juan",0.56873842,2012-06-15,2012,1,0.56873842,"Soft Bottom (2)",0.79,"Unhealthy Biology",120.657474192474,"Likely Stressed",1.33104995004995,"Unlikely Stressed",32.2565503684489,"Likely Stressed",2.83928961038962,"Likely Stressed",4.06677072927074,"Likely Stressed",162.688115088553,"Unlikely Stressed",193.110598568099,"Likely Stressed",236.309105394606,"Unlikely Stressed",372.453394105895,"Likely Stressed"
"169","SMC02563",33.68193,-117.67293,801,"Orange","Lower Santa Ana",0.48340097,2014-05-22,2014,1,0.48340097,"Soft Bottom (2)",0.79,"Unhealthy Biology",117.717035131535,"Likely Stressed",1.1392678987679,"Unlikely Stressed",14.290676688322,"Unlikely Stressed",1.11290041625042,"Unlikely Stressed",2.62603404928405,"Likely Stressed",-6.79568350764694,"Likely Stressed",43.5681575091576,"Likely Stressed",93.6013312021312,"Unlikely Stressed",302.04176939727,"Likely Stressed"
"170","SMC02933",33.31956,-117.16562,903,"San Diego","Northern San Diego",0.70301712,2010-06-01,2010,1,0.70301712,"Natural",0.79,"Unhealthy Biology",11.685421911422,"Likely Stressed",3.93412462537462,"Likely Stressed",-16.7205985729839,"Unlikely Stressed",-1.22967828837829,"Likely Stressed",-5.19376270158412,"Likely Stressed",-1178.3255690095,"Likely Stressed",-525.20773959374,"Likely Stressed",-1490.95401389087,"Likely Stressed",-1959.76754055944,"Likely Stressed"
"171","SMC05230",33.87308,-117.75077,801,"Orange","Lower Santa Ana",0.63611972,2012-07-02,2012,1,0.63611972,"Soft Bottom (2)",0.79,"Unhealthy Biology",-889.501400932399,"Likely Stressed",17.6750580253081,"Very Likely Stressed",-223.015722559086,"Very Likely Stressed",-83.0740052447553,"Very Likely Stressed",-351.661752081253,"Very Likely Stressed",-13921.209241448,"Very Likely Stressed",-7888.27771495171,"Very Likely Stressed",-17994.1026025166,"Very Likely Stressed",-18342.7518391608,"Very Likely Stressed"
"172","402M00030",34.43881,-119.29959,402,"Ventura","Ventura",0.63489086,2017-04-19,2017,1,0.63489086,"Natural",0.79,"Unhealthy Biology",90.6654495504496,"Likely Stressed",0.910826007326006,"Unlikely Stressed",17.2775808148743,"Unlikely Stressed",0.923610089910089,"Unlikely Stressed",10.8327249417249,"Likely Stressed",-201.568092025234,"Likely Stressed",-110.380182983683,"Likely Stressed",73.6680567099569,"Unlikely Stressed",17.393842857143,"Unlikely Stressed"
"173","402M00029",34.35798,-119.31172,402,"Ventura","Ventura",0.35406609,2016-06-06,2016,1,0.35406609,"Natural",0.79,"Unhealthy Biology",45.4057335997336,"Likely Stressed",0.507085414585415,"Unlikely Stressed",-0.687890097557132,"Unlikely Stressed",-1.15080514485514,"Likely Stressed",-2.27561663336664,"Likely Stressed",-279.938212000324,"Likely Stressed",-511.875061938061,"Likely Stressed",-986.1327007992,"Likely Stressed",-282.242069264069,"Likely Stressed"
"174","910M24979",32.59945,-116.93745,910,"San Diego","Southern San Diego",0.66146495,2021-04-22,2021,1,0.66146495,"Natural",0.79,"Unhealthy Biology",106.468742424242,"Likely Stressed",5.67700932400932,"Likely Stressed",5.36160219806283,"Unlikely Stressed",-0.87113722943723,"Likely Stressed",-5.56556943056943,"Likely Stressed",-163.730316357761,"Likely Stressed",-257.561025974026,"Likely Stressed",-608.572475357975,"Likely Stressed",-788.191655944057,"Likely Stressed"
"175","404M07372",34.13604,-118.75743,404,"Los Angeles","Santa Monica Bay",0.46480035,2019-07-09,2019,2,0.52934004,"Natural",0.79,"Unhealthy Biology",294.947842324343,"Likely Stressed",-12.3148715451215,"Likely Stressed",24.5761715364198,"Likely Stressed",11.386760955711,"Likely Stressed",32.0420677655678,"Likely Stressed",-22.9169086812015,"Likely Stressed",-270.867028138528,"Likely Stressed",-35.4463373293374,"Likely Stressed",75.2488776889777,"Likely Stressed"
"176","404M07375",34.0915,-118.6697,404,"Los Angeles","Santa Monica Bay",0.83971421,2019-05-14,2019,1,0.83971421,"Natural",0.79,"Healthy Biology",2290.40592873793,"Likely Stressed",5.03356368631369,"Likely Stressed",189.202063455605,"Very Likely Stressed",26.5424684149184,"Likely Stressed",116.726395770896,"Likely Stressed",1250.5968613783,"Likely Stressed",1462.74963819513,"Likely Stressed",5536.06320509488,"Likely Stressed",8059.89071245416,"Likely Stressed"
"177","905M21789",33.01073,-117.16855,905,"San Diego","Central San Diego",0.75918438,2020-05-26,2020,1,0.75918438,"Natural",0.79,"Unhealthy Biology",126.933952380952,"Likely Stressed",1.83007267732268,"Unlikely Stressed",34.0352044918132,"Likely Stressed",7.18741423576424,"Likely Stressed",14.0443226773227,"Likely Stressed",80.2216436142149,"Unlikely Stressed",477.626798867799,"Likely Stressed",551.235202231104,"Likely Stressed",895.266941958043,"Likely Stressed"
"178","SMC08766",33.90192,-118.10859,405,"Los Angeles","San Gabriel",0.31658032,2018-07-10,2018,1,0.31658032,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"179","SMC04748",34.41314,-118.65879,403,"Los Angeles","Santa Clara",0.67808034,2009-07-02,2009,1,0.67808034,"Natural",0.79,"Unhealthy Biology",-49.1340882450882,"Likely Stressed",24.3674099234099,"Very Likely Stressed",31.018917854733,"Likely Stressed",15.7152470529471,"Likely Stressed",11.688782051282,"Likely Stressed",-2988.95279239847,"Likely Stressed",-421.190207459208,"Likely Stressed",-2387.95248984349,"Likely Stressed",-3102.71303812854,"Likely Stressed"
"180","SMC00436",34.149,-118.27863,412,"Los Angeles","Los Angeles",0.62060885,2017-05-31,2017,1,0.62060885,"Hard Bottom",0.79,"Unhealthy Biology",301.846024309025,"Likely Stressed",15.4134874292374,"Likely Stressed",85.7121114436754,"Likely Stressed",0.439913403263403,"Unlikely Stressed",-9.8189498834499,"Likely Stressed",-1677.08970593345,"Likely Stressed",-363.069322344322,"Likely Stressed",-2010.1831035631,"Likely Stressed",-3801.76453896104,"Likely Stressed"
"181","SMC16446",34.41319,-119.27282,402,"Ventura","Ventura",0.79919466,2012-06-21,2012,1,0.79919466,"Natural",0.79,"Healthy Biology",72.9969925074925,"Likely Stressed",3.13876423576423,"Likely Stressed",11.1909508936911,"Unlikely Stressed",1.07818235098235,"Unlikely Stressed",19.7484941724942,"Likely Stressed",-66.391092833515,"Likely Stressed",-98.4056327006326,"Likely Stressed",-89.846939060939,"Likely Stressed",-24.2012617382618,"Likely Stressed"
"182","405M10598",34.06991,-117.77146,405,"Los Angeles","San Gabriel",0.447197,2021-06-17,2021,1,0.447197,"Hard Bottom",0.79,"Unhealthy Biology",235.309578255078,"Likely Stressed",2.78732467532468,"Likely Stressed",44.1503102117192,"Likely Stressed",2.67046258741259,"Likely Stressed",12.4427177822178,"Likely Stressed",-102.672559322027,"Likely Stressed",-34.979111055611,"Likely Stressed",-104.908174392274,"Likely Stressed",-1125.01956576756,"Likely Stressed"
"183","SMC04264",34.13,-118.7548,404,"Los Angeles","Santa Monica Bay",0.3979169,2021-06-14,2021,1,0.3979169,"Natural",0.79,"Unhealthy Biology",337.000351315352,"Likely Stressed",-12.228464035964,"Likely Stressed",25.2241836123939,"Likely Stressed",11.7126401598402,"Likely Stressed",32.2137386779887,"Likely Stressed",-25.1786650448438,"Likely Stressed",-293.746520979021,"Likely Stressed",-48.7953957708959,"Likely Stressed",236.466748484849,"Likely Stressed"
"184","403M01575",34.64892,-119.1127,403,"Ventura","Santa Clara",0.81270907,2020-06-03,2020,1,0.81270907,"Natural",0.79,"Healthy Biology",169.05653030303,"Likely Stressed",1.25298176823177,"Unlikely Stressed",24.6472787647878,"Likely Stressed",5.71729010989011,"Likely Stressed",21.348704045954,"Likely Stressed",-35.9293486941629,"Likely Stressed",-59.4921182151182,"Likely Stressed",46.5119367632367,"Unlikely Stressed",48.9681783549784,"Unlikely Stressed"
"185","SMC13630",33.86119,-118.10351,405,"Los Angeles","San Gabriel",0.38264821,2020-07-08,2020,1,0.38264821,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"186","SMC02484",34.1451,-118.36764,412,"Los Angeles","Los Angeles",0.58386078,2013-06-05,2013,2,0.52408964,"Hard Bottom",0.79,"Unhealthy Biology",386.509583416585,"Likely Stressed",52.1415014152515,"Very Likely Stressed",518.269284568263,"Very Likely Stressed",30.0375727938728,"Very Likely Stressed",39.9159075091575,"Likely Stressed",44.2394768575998,"Unlikely Stressed",219.789559107559,"Likely Stressed",343.467655411256,"Likely Stressed",-598.142512387612,"Likely Stressed"
"187","408M03005",34.27001,-118.74203,408,"Ventura","Calleguas",0.69308165,2015-06-15,2015,1,0.69308165,"Hard Bottom",0.79,"Unhealthy Biology",198.886442057942,"Likely Stressed",4.7196108058608,"Likely Stressed",28.6804164009224,"Likely Stressed",2.3796715855573,"Likely Stressed",11.6989975857476,"Likely Stressed",-26.3331222511474,"Likely Stressed",-35.6943488178488,"Likely Stressed",-78.2476626040626,"Likely Stressed",-217.065645687646,"Likely Stressed"
"188","SGUT503",34.29216,-117.83856,405,"Los Angeles","San Gabriel",1.06821278,2016-07-11,2016,1,1.1433064,"Natural",0.79,"Healthy Biology",118.400843989344,"Likely Stressed",0.862024725274724,"Unlikely Stressed",18.9464940265431,"Likely Stressed",-1.60231753246753,"Likely Stressed",3.51013253413254,"Likely Stressed",-64.2985223031769,"Likely Stressed",3.07248534798536,"Likely Stressed",-69.0610306360306,"Likely Stressed",-36.2096913419912,"Likely Stressed"
"189","SMC01201",33.08584,-117.05528,905,"San Diego","Central San Diego",0.8492468,2010-06-02,2010,1,0.8492468,"Natural",0.79,"Healthy Biology",98.1841158841158,"Likely Stressed",1.62538186813187,"Unlikely Stressed",19.5814910349946,"Likely Stressed",1.40137237762238,"Unlikely Stressed",7.76968381618383,"Likely Stressed",-33.6173053717331,"Likely Stressed",-55.4725284715284,"Likely Stressed",46.3869876456876,"Unlikely Stressed",216.340288178488,"Likely Stressed"
"190","402M00043",34.50161,-119.34749,402,"Ventura","Ventura",0.77673276,2016-06-22,2016,1,0.77673276,"Natural",0.79,"Unhealthy Biology",144.724571761572,"Likely Stressed",1.23608391608391,"Unlikely Stressed",31.8835785564864,"Likely Stressed",4.95325078255078,"Likely Stressed",4.32118872793873,"Likely Stressed",-12.4715327048479,"Likely Stressed",-79.0901521811521,"Likely Stressed",191.41951025641,"Unlikely Stressed",254.921887612388,"Likely Stressed"
"191","412M08643",33.8084,-118.20559,412,"Los Angeles","Los Angeles",0.34539529,2018-05-23,2018,1,0.34539529,"Hard Bottom",0.79,"Unhealthy Biology",284.699747419247,"Likely Stressed",94.5920726773226,"Very Likely Stressed",767.727505256424,"Very Likely Stressed",74.5979884948385,"Very Likely Stressed",204.774848068598,"Likely Stressed",-1103.33956776404,"Likely Stressed",-1440.19956443556,"Likely Stressed",-7675.81310955712,"Likely Stressed",-17043.3586848152,"Very Likely Stressed"
"192","SMC06216",34.27407,-118.31518,412,"Los Angeles","Los Angeles",0.96084854,2020-07-28,2020,1,0.96084854,"Natural",0.79,"Healthy Biology",33.4787755577756,"Likely Stressed",-1.53748817848818,"Unlikely Stressed",-4.2525061685026,"Unlikely Stressed",-3.5770644022644,"Likely Stressed",-8.15479070929069,"Likely Stressed",-217.922717875086,"Likely Stressed",-137.260870795871,"Likely Stressed",-425.097162071262,"Likely Stressed",-158.643444855145,"Likely Stressed"
"193","902M18929",33.46879,-117.22049,902,"Riverside","Northern San Diego",0.89806129,2021-06-10,2021,1,0.89806129,"Natural",0.79,"Healthy Biology",123.690477355977,"Likely Stressed",2.32387204462204,"Likely Stressed",29.0862077999343,"Likely Stressed",7.52745333000334,"Likely Stressed",13.6678099400599,"Likely Stressed",104.769896943328,"Unlikely Stressed",380.021324508825,"Likely Stressed",631.474706327006,"Likely Stressed",935.958202497502,"Likely Stressed"
"194","SMC16832",33.88444,-118.10855,405,"Los Angeles","San Gabriel",0.30532013,2018-07-10,2018,1,0.30532013,"Hard Bottom",0.79,"Unhealthy Biology",-132.915457042957,"Likely Stressed",22.6159293206793,"Very Likely Stressed",375.938941434555,"Very Likely Stressed",-19.9801487512487,"Likely Stressed",-44.0551388611387,"Likely Stressed",-1053.8249808532,"Likely Stressed",-410.214877455878,"Likely Stressed",-2296.03028205128,"Likely Stressed",-3868.55909723609,"Likely Stressed"
"195","903M20177",33.39672,-117.11527,903,"San Diego","Northern San Diego",0.78215159,2017-05-03,2017,1,0.78215159,"Natural",0.79,"Unhealthy Biology",53.3440712620713,"Likely Stressed",1.81591366966367,"Unlikely Stressed",10.7594619554099,"Unlikely Stressed",1.10601083916084,"Unlikely Stressed",2.56548451548451,"Likely Stressed",-6.56261207852522,"Likely Stressed",-92.9104202464202,"Likely Stressed",111.085906693307,"Unlikely Stressed",200.440313320013,"Likely Stressed"
"196","901M14126",33.54743,-117.7223,901,"Orange","San Juan",0.59178416,2016-05-17,2016,1,0.59178416,"Natural",0.79,"Unhealthy Biology",98.5264963369962,"Likely Stressed",1.2064319014319,"Unlikely Stressed",17.2671261763647,"Unlikely Stressed",1.57776087246087,"Likely Stressed",4.8554751082251,"Likely Stressed",3.90371377272418,"Unlikely Stressed",8.27194605394605,"Likely Stressed",90.799127872128,"Unlikely Stressed",-147.30286063936,"Likely Stressed"
"197","904M21764",33.2075,-117.28072,904,"San Diego","Central San Diego",0.45753471,2018-04-17,2018,1,0.45753471,"Natural",0.79,"Unhealthy Biology",233.733145521145,"Likely Stressed",2.74681984681985,"Likely Stressed",104.762116974895,"Likely Stressed",15.587106027306,"Likely Stressed",43.7791744089244,"Likely Stressed",417.169308427628,"Unlikely Stressed",1431.47526273726,"Likely Stressed",2687.09453892773,"Likely Stressed",5174.47996127204,"Likely Stressed"
"198","SMC00345",33.21048,-117.22484,904,"San Diego","Central San Diego",0.51983615,2011-07-19,2011,2,0.5701193,"Natural",0.79,"Unhealthy Biology",61.6985198135198,"Likely Stressed",1.3599875957376,"Unlikely Stressed",19.5766958914546,"Likely Stressed",-2.48618984348984,"Likely Stressed",9.23632683982684,"Likely Stressed",-37.0617161257663,"Likely Stressed",-66.3725765900765,"Likely Stressed",259.748318881119,"Unlikely Stressed",568.141651515151,"Likely Stressed"
"199","SMC00910",33.51383,-117.74426,901,"Orange","San Juan",0.54781505,2009-04-30,2009,1,0.54781505,"Soft Bottom (0)",0.79,"Unhealthy Biology",117.456594405594,"Likely Stressed",0.991033799533799,"Unlikely Stressed",21.41018989764,"Likely Stressed",1.34575442890443,"Unlikely Stressed",6.54582534132534,"Likely Stressed",12.4755633863175,"Unlikely Stressed",-36.0844438894439,"Likely Stressed",-15.4340491175491,"Likely Stressed",-99.4290626040627,"Likely Stressed"
"200","SMC01049",33.17733,-117.20403,904,"San Diego","Central San Diego",0.64079334,2014-07-09,2014,1,0.64079334,"Natural",0.79,"Unhealthy Biology",77.0376986346986,"Likely Stressed",0.487665501165502,"Unlikely Stressed",9.31332176052281,"Unlikely Stressed",1.31554438894439,"Unlikely Stressed",3.20961005661006,"Likely Stressed",7.44111845695929,"Unlikely Stressed",26.8126585081584,"Likely Stressed",7.29137545787542,"Unlikely Stressed",270.410821511822,"Likely Stressed"
"201","SMC02712",34.36179,-118.30348,412,"Los Angeles","Los Angeles",0.91005712,2012-06-07,2012,1,0.91005712,"Natural",0.79,"Healthy Biology",85.1653496503497,"Likely Stressed",0.167544455544456,"Unlikely Stressed",12.8887854834584,"Unlikely Stressed",0.290312937062937,"Unlikely Stressed",8.37559823509824,"Likely Stressed",-25.6191070517631,"Likely Stressed",-24.7770371295372,"Likely Stressed",106.405022743923,"Unlikely Stressed",-78.7657127206127,"Likely Stressed"
"202","SMC05702",32.83209,-117.22954,906,"San Diego","Mission Bay and San Diego River",0.51430547,2010-06-07,2010,1,0.51430547,"Natural",0.79,"Unhealthy Biology",229.5661998002,"Likely Stressed",11.4625168165168,"Likely Stressed",106.962036306314,"Likely Stressed",11.6882176823177,"Likely Stressed",21.5984077589078,"Likely Stressed",82.6186148220252,"Unlikely Stressed",496.535230769232,"Likely Stressed",435.922346087247,"Likely Stressed",-58.5383185148188,"Likely Stressed"
"203","SMC05902",34.03432,-118.51218,404,"Los Angeles","Santa Monica Bay",0.54576501,2011-06-28,2011,1,0.54576501,"Hard Bottom",0.79,"Unhealthy Biology",217.636001165501,"Likely Stressed",1.54643156843157,"Unlikely Stressed",38.945479271873,"Likely Stressed",2.343783999334,"Likely Stressed",23.8795894938395,"Likely Stressed",26.0059152194937,"Unlikely Stressed",-346.794152680652,"Likely Stressed",-158.150441891442,"Likely Stressed",-222.180649350649,"Likely Stressed"
"204","SMC00198",32.93709,-117.13851,906,"San Diego","Central San Diego",0.78614815,2021-05-05,2021,1,0.78614815,"Natural",0.79,"Unhealthy Biology",86.4534633699634,"Likely Stressed",1.39869272394273,"Unlikely Stressed",7.06978588123597,"Unlikely Stressed",1.97866318681319,"Likely Stressed",7.20273967698968,"Likely Stressed",-20.7283004002403,"Likely Stressed",44.0181100566101,"Likely Stressed",59.2300938727937,"Unlikely Stressed",-28.5126143856144,"Likely Stressed"
